,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Yapı Tipi,Net Metrekare,Brüt Metrekare,Salon Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Aidat,Kira Getirisi,Banyo Sayısı,WC Sayısı,Site İçerisinde,Eşya Durumu,Kullanım Durumu,Fiyat Durumu,Yapı Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Takas,Fiyat
1239,8935849,18 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,235 m2,310 m2,Belirtilmemiş,4+2,0 (Yeni),11. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,4,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"8,000,000TL"
1240,8935164,18 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,62 m2,80 m2,Belirtilmemiş,2+1,0 (Yeni),Bahçe Katı,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,185,000TLarrow_downward"
1241,8935845,18 Kasım 2020,09 Ocak 2021,Konut,Satılık,Belirtilmemiş,138 m2,187 m2,35 m2,4+1,1,10. Kat,16,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"2,650,000TL"
1242,8928686,16 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,80 m2,110 m2,Belirtilmemiş,2+1,0 (Yeni),7. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"985,000TL"
1243,8922826,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,85 m2,120 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,350,000TL"
1244,8922806,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,90 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),10. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,350,000TL"
1245,8922796,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,60 m2,85 m2,Belirtilmemiş,2+1,0 (Yeni),8. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,285,000TL"
1246,8922818,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,75 m2,95 m2,Belirtilmemiş,2+1,0 (Yeni),10. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,100,000TL"
1247,8925139,15 Kasım 2020,15 Kasım 2020,Konut,Satılık,Betonarme,140 m2,182 m2,45 m2,4+1,0 (Yeni),13. Kat,14,Kombi Doğalgaz,Belirtilmemiş,15.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"5,300,000TL"
1248,8922836,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,64 m2,95 m2,Belirtilmemiş,2+1,0 (Yeni),9. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"985,000TL"
1249,8923724,14 Kasım 2020,14 Kasım 2020,Konut,Satılık,Betonarme,105 m2,136 m2,27 m2,3+1,11-20,2. Kat,4,Kombi Doğalgaz,100 TL,Belirtilmemiş,1,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"680,000TL"
1250,8922829,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,65 m2,95 m2,Belirtilmemiş,2+1,0 (Yeni),7. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"970,000TL"
1251,8922827,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,7. Kat,11,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"850,000TL"
1252,8922823,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,Belirtilmemiş,3+1,0 (Yeni),15. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,570,000TL"
1253,8922821,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,105 m2,140 m2,Belirtilmemiş,3+1,0 (Yeni),10. Kat,12,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,700,000TL"
1254,8922812,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,101 m2,130 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,12,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,650,000TL"
1255,8922808,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,64 m2,95 m2,Belirtilmemiş,2+1,0 (Yeni),1. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"920,000TL"
1256,8922807,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,90 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,400,000TL"
1257,8922795,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,84 m2,117 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,500,000TL"
1258,8922817,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,100 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),11. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,900,000TL"
1259,8922819,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,75 m2,110 m2,Belirtilmemiş,2+1,1,11. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"950,000TL"
1260,8922802,14 Kasım 2020,08 Ocak 2021,Konut,Satılık,Belirtilmemiş,80 m2,100 m2,Belirtilmemiş,3+1,3,2. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"975,000TL"
1261,8921843,14 Kasım 2020,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,115 m2,140 m2,Belirtilmemiş,3+1,3,3. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"1,425,000TL"
1262,8920395,13 Kasım 2020,13 Kasım 2020,Konut,Satılık,Betonarme,92 m2,100 m2,Belirtilmemiş,2+1,20 Ve Üzeri,4. Kat,5,Kombi Doğalgaz,Belirtilmemiş,2.600 TL,1,1,Hayır,Boş,Kiracı Oturuyor,Birim Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"700,000TL"
1263,8914563,12 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,155 m2,200 m2,Belirtilmemiş,3+2,0 (Yeni),10. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,450,000TL"
1264,8915383,12 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"865,000TL"
1265,8916288,13 Kasım 2020,14 Şubat 2021,Konut,Satılık,Betonarme,80 m2,100 m2,Belirtilmemiş,3+1,2,2. Kat,4,Kombi Doğalgaz,100 TL,0 TL,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,250,000TL"
1266,8910522,11 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,115 m2,145 m2,Belirtilmemiş,3+1,20 Ve Üzeri,Yüksek Giriş,6,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,095,000TL"
1267,8910519,11 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,85 m2,100 m2,Belirtilmemiş,2+1,3,1. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,195,000TL"
1268,8910520,11 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,105 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,7. Kat,7,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,395,000TL"
1269,8907998,11 Kasım 2020,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,145 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Merkezi Doğalgaz,300 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,425,000TL"
1270,8908001,11 Kasım 2020,12 Şubat 2021,Konut,Satılık,Betonarme,192 m2,220 m2,Belirtilmemiş,4+2,0 (Yeni),8. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,050,000TL"
1271,8909365,11 Kasım 2020,16 Şubat 2021,Konut,Satılık,Betonarme,235 m2,280 m2,72 m2,4+1,20 Ve Üzeri,8. Kat,10,Kombi Doğalgaz,330 TL,Belirtilmemiş,3,3,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,800,000TL"
1272,8906705,10 Kasım 2020,04 Şubat 2021,Konut,Satılık,Belirtilmemiş,190 m2,230 m2,Belirtilmemiş,4+1,5-10,1. Kat,5,Merkezi (Pay Ölçer),0 TL,0 TL,3,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"11,650,000TL"
1273,8903425,09 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,100 m2,140 m2,Belirtilmemiş,3+1,2,2. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,700,000TLarrow_downward"
1274,8901306,09 Kasım 2020,12 Şubat 2021,Konut,Satılık,Betonarme,80 m2,100 m2,Belirtilmemiş,2+1,1,7. Kat,9,Kombi Doğalgaz,120 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,300,000TL"
1275,8902956,09 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,152 m2,190 m2,Belirtilmemiş,4+1,2,8. Kat,11,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"4,150,000TLarrow_downward"
1276,8900462,08 Kasım 2020,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,125 m2,155 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,850,000TL"
1277,8898535,07 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,201 m2,230 m2,Belirtilmemiş,3+1,0 (Yeni),1. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"3,700,000TL"
1278,8897995,07 Kasım 2020,22 Kasım 2020,Konut,Satılık,Betonarme,80 m2,90 m2,Belirtilmemiş,2+1,20 Ve Üzeri,7. Kat,13,Merkezi Doğalgaz,110 TL,2.250 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"660,000TLarrow_downward"
1279,8897992,07 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,50 m2,60 m2,Belirtilmemiş,1+1,4,Düz Giriş,4,Kombi Doğalgaz,80 TL,2.000 TL,1,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"475,000TL"
1280,8897579,07 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,95 m2,120 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,10,Kombi Doğalgaz,100 TL,4.500 TL,2,1,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,150,000TL"
1281,8893977,06 Kasım 2020,13 Şubat 2021,Konut,Satılık,Belirtilmemiş,125 m2,150 m2,Belirtilmemiş,4+1,20 Ve Üzeri,1. Kat,3,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,300,000TL"
1282,8892171,06 Kasım 2020,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,92 m2,95 m2,Belirtilmemiş,2+1,20 Ve Üzeri,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"735,000TL"
1283,8893428,06 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,110 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,5,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,020,000TLarrow_downward"
1284,8893684,06 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,82 m2,110 m2,Belirtilmemiş,2+1,5-10,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,4.750 TL,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Var,"1,625,000TLarrow_downward"
1285,8891537,05 Kasım 2020,11 Şubat 2021,Konut,Satılık,Betonarme,110 m2,130 m2,25 m2,2+2,0 (Yeni),Çatı Dubleks,6,Kombi Doğalgaz,Belirtilmemiş,4.500 TL,2,2,Hayır,Boş,Boş,Birim Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,250,000TLarrow_downward"
1286,8887856,04 Kasım 2020,12 Şubat 2021,Konut,Satılık,Betonarme,175 m2,200 m2,Belirtilmemiş,4+2,0 (Yeni),7. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,150,000TL"
1287,8882480,03 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,22 m2,28 m2,Belirtilmemiş,1 Oda,1,Düz Giriş,8,Kombi Doğalgaz,20 TL,2.500 TL,1,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"470,000TL"
1288,8887182,04 Kasım 2020,18 Şubat 2021,Konut,Satılık,Betonarme,70 m2,100 m2,Belirtilmemiş,2+1,3,3. Kat,13,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,350,000TL"
1289,8884831,04 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,202 m2,270 m2,Belirtilmemiş,3+2,4,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,4,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Var,"5,950,000TL"
1290,8884798,04 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,179 m2,225 m2,Belirtilmemiş,4+1,4,6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,725,000TL"
1291,8881643,03 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,375,000TL"
1292,8881642,03 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,130 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,10,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,765,000TL"
1293,8881585,03 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,65 m2,80 m2,Belirtilmemiş,2+1,0 (Yeni),Bahçe Katı,2,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,350,000TL"
1294,8881649,03 Kasım 2020,04 Ocak 2021,Konut,Satılık,Belirtilmemiş,120 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,565,000TL"
1295,8881588,03 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,128 m2,140 m2,Belirtilmemiş,3+1,0 (Yeni),7. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,200,000TL"
1296,8879895,02 Kasım 2020,10 Şubat 2021,Konut,Satılık,Betonarme,125 m2,170 m2,40 m2,3+1,20 Ve Üzeri,5. Kat,7,Merkezi Doğalgaz,420 TL,0 TL,2,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,765,000TL"
1297,8881591,03 Kasım 2020,16 Kasım 2020,Konut,Satılık,Belirtilmemiş,68 m2,95 m2,Belirtilmemiş,2+1,20 Ve Üzeri,4. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,195,000TL"
1298,8881725,03 Kasım 2020,03 Kasım 2020,Konut,Satılık,Kagir,70 m2,90 m2,25 m2,2+1,20 Ve Üzeri,Yüksek Giriş,4,Merkezi Doğalgaz,125 TL,1.900 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"395,000TL"
1299,8881845,03 Kasım 2020,15 Şubat 2021,Konut,Satılık,Betonarme,272 m2,330 m2,55 m2,5+2,3,9. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"5,300,000TL"
1300,8879944,02 Kasım 2020,10 Şubat 2021,Konut,Satılık,Betonarme,135 m2,170 m2,Belirtilmemiş,3+1,20 Ve Üzeri,9. Kat,9,Merkezi Doğalgaz,0 TL,0 TL,2,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,695,000TL"
1301,8875880,01 Kasım 2020,05 Ocak 2021,Konut,Satılık,Betonarme,115 m2,125 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,7,Kat Kaloriferi,150 TL,2.500 TL,1,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"700,000TL"
1302,8875592,01 Kasım 2020,21 Kasım 2020,Konut,Satılık,Betonarme,105 m2,135 m2,20 m2,3+1,5-10,5. Kat,20,Merkezi Doğalgaz,600 TL,5.500 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,350,000TL"
1303,8873705,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Belirtilmemiş,75 m2,105 m2,Belirtilmemiş,2+1,0 (Yeni),1. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,650,000TL"
1304,8873704,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,10,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,395,000TL"
1305,8873703,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,125 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,9. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,380,000TL"
1306,8873697,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,125 m2,155 m2,Belirtilmemiş,3+1,1,9. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"3,750,000TL"
1307,8873696,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,136 m2,182 m2,Belirtilmemiş,4+1,0 (Yeni),7. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,750,000TL"
1308,8873694,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,105 m2,140 m2,Belirtilmemiş,3+1,0 (Yeni),7. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,685,000TL"
1309,8873700,01 Kasım 2020,16 Kasım 2020,Konut,Satılık,Betonarme,150 m2,175 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,6,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,695,000TL"
