,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Yapı Tipi,Net Metrekare,Brüt Metrekare,Salon Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Aidat,Kira Getirisi,Banyo Sayısı,WC Sayısı,Site İçerisinde,Eşya Durumu,Kullanım Durumu,Fiyat Durumu,Yapı Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Takas,Fiyat
73,9246161,17 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,54 m2,65 m2,Belirtilmemiş,1+1,3,5. Kat,22,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"495,000TL"
74,9246342,17 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,98 m2,110 m2,Belirtilmemiş,2+1,20 Ve Üzeri,5. Kat,7,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"885,000TL"
75,9246162,17 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,195 m2,225 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,7,Kombi Doğalgaz,490 TL,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,750,000TL"
76,9246341,17 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,145 m2,165 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"1,395,000TL"
77,9246021,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,53 m2,60 m2,Belirtilmemiş,1+1,1,14. Kat,23,Merkezi (Pay Ölçer),0 TL,2.300 TL,1,1,Evet,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Yatırıma Uygun,Yok,"550,000TL"
78,9243851,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,125 m2,160 m2,30 m2,3+1,20 Ve Üzeri,6. Kat,7,Kombi Doğalgaz,200 TL,5.000 TL,3,3,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,645,000TL"
79,9243841,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,304 m2,370 m2,44 m2,4+2,4,14. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,3,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"6,550,000TL"
80,9243811,16 Şubat 2021,19 Şubat 2021,Konut,Satılık,Betonarme,180 m2,220 m2,40 m2,4+1,11-20,16. Kat,17,Kombi Doğalgaz,950 TL,10.000 TL,2,2,Evet,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"3,600,000TL"
81,9243746,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,270 m2,300 m2,Belirtilmemiş,6+2,0 (Yeni),11. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,3,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"3,250,000TL"
82,9243657,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,180 m2,220 m2,40 m2,4+1,11-20,9. Kat,17,Kombi Doğalgaz,950 TL,10.000 TL,2,2,Evet,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"3,000,000TL"
83,9243651,16 Şubat 2021,19 Şubat 2021,Konut,Satılık,Betonarme,180 m2,220 m2,40 m2,4+1,11-20,9. Kat,17,Kombi Doğalgaz,950 TL,10.000 TL,2,2,Evet,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"3,000,000TL"
84,9243642,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,115 m2,140 m2,30 m2,3+1,0 (Yeni),10. Kat,11,Merkezi (Pay Ölçer),380 TL,7.000 TL,2,2,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"3,000,000TL"
85,9243613,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,160 m2,200 m2,40 m2,4+1,0 (Yeni),10. Kat,10,Kombi Doğalgaz,250 TL,7.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"2,500,000TL"
86,9243593,16 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,194 m2,240 m2,50 m2,4+1,20 Ve Üzeri,6. Kat,12,Merkezi Doğalgaz,400 TL,7.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,150,000TL"
87,9243551,16 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,200 m2,220 m2,40 m2,4+1,0 (Yeni),7. Kat,7,Kombi Doğalgaz,150 TL,8.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,900,000TL"
88,9243517,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,100 m2,118 m2,25 m2,3+1,4,17. Kat,18,Merkezi (Pay Ölçer),320 TL,7.500 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,850,000TL"
89,9243496,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,150 m2,190 m2,45 m2,4+1,5-10,2. Kat,4,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,775,000TL"
90,9243462,16 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,90 m2,125 m2,30 m2,3+1,3,5. Kat,8,Kombi Doğalgaz,130 TL,4.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,550,000TL"
91,9243413,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,130 m2,170 m2,39 m2,4+1,3,2. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"2,495,000TL"
92,9243410,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,85 m2,100 m2,25 m2,2+1,0 (Yeni),3. Kat,7,Kombi Doğalgaz,150 TL,3.500 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,325,000TL"
93,9243306,16 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,120 m2,140 m2,25 m2,3+1,20 Ve Üzeri,5. Kat,7,Kombi Doğalgaz,100 TL,3.500 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,140,000TL"
94,9243278,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,135 m2,170 m2,38 m2,3+1,20 Ve Üzeri,4. Kat,8,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"2,245,000TL"
95,9243203,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,255 m2,300 m2,Belirtilmemiş,5+2,0 (Yeni),11. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,3,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"4,400,000TL"
96,9242943,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,320 m2,371 m2,Belirtilmemiş,5+1,0 (Yeni),9. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,15.000 TL,4,4,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"12,500,000TL"
97,9241223,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,125 m2,145 m2,39 m2,3+1,20 Ve Üzeri,1. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,945,000TL"
98,9241158,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,150 m2,40 m2,3+1,20 Ve Üzeri,11. Kat,15,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,895,000TL"
99,9241109,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,174 m2,214 m2,Belirtilmemiş,4+1,0 (Yeni),11. Kat,11,Kombi Doğalgaz,350 TL,6.000 TL,3,3,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,855,000TL"
100,9243360,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,103 m2,135 m2,29 m2,3+1,3,6. Kat,11,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"2,250,000TL"
101,9241036,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,116 m2,140 m2,36 m2,3+1,20 Ve Üzeri,2. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,850,000TL"
102,9243891,16 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,230 m2,293 m2,49 m2,5+2,2,15. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,3,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"6,750,000TL"
103,9242313,16 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,240 m2,250 m2,Belirtilmemiş,5+1,0 (Yeni),Çatı Katı,15,Merkezi Doğalgaz,950 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,800,000TL"
104,9241233,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,105 m2,135 m2,Belirtilmemiş,3+1,2,2. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"1,880,000TL"
105,9241067,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,75 m2,100 m2,Belirtilmemiş,2+1,11-20,3. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"995,000TL"
106,9241196,15 Şubat 2021,19 Şubat 2021,Konut,Satılık,Betonarme,70 m2,90 m2,Belirtilmemiş,2+1,0 (Yeni),6. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"950,000TL"
107,9241026,15 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,145 m2,170 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,4,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,600,000TL"
108,9240202,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,140 m2,30 m2,3+1,1,17. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,6.000 TL,2,2,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Yok,"2,250,000TL"
109,9239932,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,125 m2,145 m2,25 m2,3+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,100 TL,2.500 TL,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"700,000TL"
110,9239860,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,95 m2,125 m2,25 m2,3+1,20 Ve Üzeri,1. Kat,4,Doğalgaz Sobalı,10 TL,2.500 TL,1,1,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"630,000TL"
111,9239376,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,97 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),2. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,650,000TL"
112,9239375,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,84 m2,105 m2,Belirtilmemiş,2+1,5-10,6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,700,000TL"
113,9240420,15 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,75 m2,95 m2,20 m2,2+1,20 Ve Üzeri,3. Kat,3,Kombi Doğalgaz,50 TL,2.500 TL,1,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"750,000TL"
114,9239378,15 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,138 m2,175 m2,Belirtilmemiş,4+1,2,3. Kat,14,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"4,280,000TL"
115,9238922,15 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,72 m2,105 m2,Belirtilmemiş,2+1,0 (Yeni),3. Kat,14,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,400,000TL"
116,9240734,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,98 m2,120 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,495,000TL"
117,9239916,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,130 m2,160 m2,Belirtilmemiş,3+1,0 (Yeni),8. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"5,150,000TL"
118,9238740,14 Şubat 2021,14 Şubat 2021,Konut,Satılık,Betonarme,78 m2,105 m2,Belirtilmemiş,2+1,0 (Yeni),7. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,225,000TL"
119,9238739,14 Şubat 2021,14 Şubat 2021,Konut,Satılık,Betonarme,135 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,695,000TL"
120,9238739,14 Şubat 2021,14 Şubat 2021,Konut,Satılık,Betonarme,135 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,8. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,695,000TL"
121,9238184,14 Şubat 2021,14 Şubat 2021,Konut,Satılık,Belirtilmemiş,194 m2,240 m2,Belirtilmemiş,4+1,20 Ve Üzeri,6. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,150,000TL"
122,9238027,14 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,113 m2,127 m2,Belirtilmemiş,3+1,20 Ve Üzeri,9. Kat,10,Merkezi Doğalgaz,150 TL,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"850,000TL"
123,9237981,14 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,110 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"795,000TL"
124,9240473,15 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,130 m2,Belirtilmemiş,3+1,2,1. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,750,000TL"
125,9238923,15 Şubat 2021,18 Şubat 2021,Konut,Satılık,Belirtilmemiş,110 m2,120 m2,Belirtilmemiş,2+1,20 Ve Üzeri,4. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"775,000TL"
126,9238925,15 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,92 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),5. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,950,000TL"
127,9238185,14 Şubat 2021,14 Şubat 2021,Konut,Satılık,Belirtilmemiş,80 m2,100 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Yüksek Giriş,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"725,000TL"
128,9235951,13 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,100 m2,110 m2,25 m2,2+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,25 TL,2.000 TL,1,1,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"600,000TL"
129,9233917,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,47 m2,75 m2,Belirtilmemiş,2+1,1,Düz Giriş,8,Kombi Doğalgaz,100 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"710,000TL"
130,9233916,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,Belirtilmemiş,3+2,20 Ve Üzeri,9. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,645,000TL"
131,9233915,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,100 m2,130 m2,Belirtilmemiş,3+1,0 (Yeni),9. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,500,000TL"
132,9232632,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,70 m2,90 m2,90 m2,2+1,4,8. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,350,000TL"
133,9233914,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,65 m2,100 m2,Belirtilmemiş,2+1,0 (Yeni),8. Kat,10,Kombi Doğalgaz,120 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,185,000TL"
134,9234370,13 Şubat 2021,13 Şubat 2021,Konut,Satılık,Belirtilmemiş,96 m2,120 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,4,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"990,000TL"
135,9235543,13 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,30 m2,45 m2,Belirtilmemiş,1+1,0 (Yeni),1. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"900,000TL"
136,9234741,13 Şubat 2021,18 Şubat 2021,Konut,Satılık,Belirtilmemiş,115 m2,150 m2,Belirtilmemiş,3+1,1,4. Kat,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,850,000TL"
137,9234739,13 Şubat 2021,13 Şubat 2021,Konut,Satılık,Belirtilmemiş,75 m2,100 m2,Belirtilmemiş,2+1,5-10,4. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,475,000TL"
138,9233920,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,115 m2,154 m2,Belirtilmemiş,3+1,2,7. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,500,000TL"
139,9233919,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,75 m2,100 m2,Belirtilmemiş,2+1,11-20,3. Kat,8,Kombi Doğalgaz,75 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"995,000TL"
140,9233467,12 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,40 m2,45 m2,Belirtilmemiş,2+1,20 Ve Üzeri,2. Kat,4,Sobalı,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"375,000TL"
141,9232780,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,130 m2,155 m2,40 m2,3+1,20 Ve Üzeri,8. Kat,14,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,695,000TL"
142,9232705,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,135 m2,150 m2,39 m2,3+1,20 Ve Üzeri,2. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,495,000TL"
143,9233918,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,110 m2,145 m2,Belirtilmemiş,3+1,1,12. Kat,16,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,720,000TL"
144,9232736,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,105 m2,140 m2,Belirtilmemiş,3+1,1,10-20. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,725,000TL"
145,9232822,12 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,90 m2,120 m2,27 m2,3+1,2,7. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,695,000TL"
146,9234400,13 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,103 m2,140 m2,Belirtilmemiş,3+1,2,6. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,250,000TL"
